,spearman_correlation
REACTOME_APOPTOSIS,0.8857142857142858
REACTOME_ONCOGENIC_MAPK_SIGNALING,-0.2571428571428572
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,0.8285714285714287
REACTOME_CELL_CYCLE_MITOTIC,-0.7142857142857143
REACTOME_CELL_CYCLE,-0.6
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,-0.2571428571428572
REACTOME_INTERFERON_SIGNALING,-0.4285714285714286
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,-0.8857142857142858
