,spearman_correlation
REACTOME_APOPTOSIS,0.8928571428571429
REACTOME_ONCOGENIC_MAPK_SIGNALING,0.8214285714285715
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,0.8214285714285715
REACTOME_CELL_CYCLE_MITOTIC,-0.03571428571428572
REACTOME_CELL_CYCLE,-0.07142857142857144
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,0.25
REACTOME_INTERFERON_SIGNALING,0.0
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,0.7142857142857144
