,validation_loss,elbo_validation,reconstruction_loss_validation,kl_local_validation,kl_global_validation,disentangling_loss_validation,train_loss,rec_loss,kld_loss,elbo_train,reconstruction_loss_train,kl_local_train,kl_global_train,disentangling_loss_train,r2_train,r2_ood
"64_2.0_1.0_[2048, 2048]",22.813035062520928,68.1449966430664,18.05443000793457,50.09056854248047,0.0,0.0,23.976429288625848,19.059159110797093,51.76072311401367,70.81989288330078,19.059167861938477,51.76072311401367,0.0,0.0,0.9640099714665756,0.9262420720940276
"128_0.5_0.1_[1024, 1024]",15.155495524867966,138.96142578125,11.78532886505127,127.17610168457031,0.0,0.0,17.427565620848465,13.839166898288886,135.4112548828125,149.25042724609375,13.839167594909668,135.4112548828125,0.0,0.0,0.9773118026776483,0.9530302714118037
"128_0.5_0.1_[1024, 1024, 1024]",18.430656521942666,98.56788635253906,14.873651504516602,83.6942367553711,0.0,0.0,20.62759865204708,16.79236155870763,90.24090576171875,107.03326416015625,16.792360305786133,90.24090576171875,0.0,0.0,0.98129776769933,0.9435222416034161
"128_0.5_0.1_[2048, 2048]",14.44975811316942,135.1263427734375,10.524810791015625,124.60152435302734,0.0,0.0,15.709664967384013,11.713991077916766,126.84678649902344,138.56077575683594,11.7139892578125,126.84678649902344,0.0,0.0,0.9846926853185426,0.9365985298144069
"128_0.5_1.0_[1024, 1024]",25.312550933094787,59.288143157958984,19.434078216552734,39.85406494140625,0.0,0.0,27.465055967452262,21.241898934864313,42.1909065246582,63.43280029296875,21.24189567565918,42.1909065246582,0.0,0.0,0.9632363613819667,0.9213040102625548
"128_0.5_1.0_[1024, 1024, 1024]",27.74344253506904,43.963050842285156,23.876848220825195,20.086204528808594,0.0,0.0,28.789043350060876,24.725508831723275,21.109270095825195,45.83478546142578,24.725513458251953,21.109270095825195,0.0,0.0,0.9726781112768514,0.9317724905249182
"128_0.5_1.0_[2048, 2048]",21.293802321314658,81.14389038085938,15.193380355834961,65.95050811767578,0.0,0.0,23.337446967078932,16.969374823293734,68.84403228759766,85.81340789794922,16.969377517700195,68.84403228759766,0.0,0.0,0.9614709046082554,0.9160866820645361
"128_1.0_0.1_[1024, 1024]",15.24276245411118,139.3300018310547,11.799436569213867,127.53057098388672,0.0,0.0,17.534673302328194,13.918949418558357,133.91567993164062,147.83462524414062,13.91894817352295,133.91567993164062,0.0,0.0,0.9803165673787783,0.9471148620958714
"128_1.0_0.1_[1024, 1024, 1024]",18.24747922809402,100.68632507324219,14.610788345336914,86.0755386352539,0.0,0.0,20.563736413070167,16.687052959086436,91.75579071044922,108.4428482055664,16.687057495117188,91.75579071044922,0.0,0.0,0.9844383385686684,0.9468983756991903
"128_1.0_0.1_[2048, 2048]",14.069158620820147,141.4190673828125,10.602519989013672,130.81654357910156,0.0,0.0,15.449437187479354,11.820653774017169,136.93524169921875,148.75588989257812,11.820655822753906,136.93524169921875,0.0,0.0,0.981938969705684,0.9357363523752232
"128_1.0_1.0_[1024, 1024]",25.03574954888006,60.821712493896484,19.210124969482422,41.61158752441406,0.0,0.0,27.24500059456547,21.099999757294995,43.89286804199219,64.99287414550781,21.10000228881836,43.89286804199219,0.0,0.0,0.9627894150078208,0.9224766641369105
"128_1.0_1.0_[1024, 1024, 1024]",27.408011950071458,43.44244384765625,23.585567474365234,19.856876373291016,0.0,0.0,28.90659715419712,24.900330052293093,20.81177520751953,45.71210479736328,24.900327682495117,20.81177520751953,0.0,0.0,0.9780751689220486,0.9330018541237084
"128_1.0_1.0_[2048, 2048]",21.89623029026989,78.17849731445312,15.642645835876465,62.535850524902344,0.0,0.0,23.770116178114183,17.23152052076242,65.3859634399414,82.61749267578125,17.231525421142578,65.3859634399414,0.0,0.0,0.9542936649663951,0.9038457447002619
"128_2.0_0.1_[1024, 1024]",15.249382049527451,135.00221252441406,11.76801586151123,123.23419952392578,0.0,0.0,17.496691839729195,13.78528361066606,131.37725830078125,145.16253662109375,13.785284042358398,131.37725830078125,0.0,0.0,0.9774999691091143,0.9521311644062453
"128_2.0_0.1_[1024, 1024, 1024]",18.156294197505574,101.26771545410156,14.625629425048828,86.64208984375,0.0,0.0,20.529414639319825,16.77326295242945,92.175537109375,108.94879913330078,16.773263931274414,92.175537109375,0.0,0.0,0.9834662929095815,0.9444988186125112
"128_2.0_0.1_[2048, 2048]",13.425168523756357,155.6306915283203,10.300570487976074,145.3301239013672,0.0,0.0,14.953079914812681,11.709874923193176,150.84683227539062,162.55670166015625,11.709874153137207,150.84683227539062,0.0,0.0,0.9836363425951333,0.9358518491213366
"128_2.0_1.0_[1024, 1024]",25.1102181114644,59.86649703979492,19.334392547607422,40.5321044921875,0.0,0.0,27.311925220643165,21.158306750063883,43.183292388916016,64.34159088134766,21.158300399780273,43.183292388916016,0.0,0.0,0.9623380479697139,0.918383146815151
"128_2.0_1.0_[1024, 1024, 1024]",27.74448468594577,42.26258087158203,24.05807113647461,18.20450782775879,0.0,0.0,28.93785284722025,24.982851636313953,19.530872344970703,44.51372528076172,24.98285484313965,19.530872344970703,0.0,0.0,0.9763321244766372,0.9445047922809876
"128_2.0_1.0_[2048, 2048]",21.834668434722484,76.09319305419922,15.63801383972168,60.455177307128906,0.0,0.0,23.825787680277706,17.217847742814453,64.46772003173828,81.68556213378906,17.217844009399414,64.46772003173828,0.0,0.0,0.9607466056925803,0.9109933855876993
"256_0.5_0.1_[1024, 1024]",15.586673235453476,163.37686157226562,11.913692474365234,151.46316528320312,0.0,0.0,18.272002733119848,14.268244738066961,165.10348510742188,179.37173461914062,14.268248558044434,165.10348510742188,0.0,0.0,0.9754481834843747,0.9380361021825186
"256_0.5_0.1_[1024, 1024, 1024]",19.23150598575766,104.0093994140625,15.676092147827148,88.33330535888672,0.0,0.0,21.36323725518701,17.62157209177948,92.96061706542969,110.58218383789062,17.621566772460938,92.96061706542969,0.0,0.0,0.9831421367257691,0.9390384856986997
"256_0.5_0.1_[2048, 2048]",13.243270106812297,184.6020050048828,9.298951148986816,175.3030548095703,0.0,0.0,15.232450534628514,11.113406144166502,183.06858825683594,194.18199157714844,11.113409042358398,183.06858825683594,0.0,0.0,0.9803290685090098,0.9350216626649976
"256_0.5_1.0_[1024, 1024]",26.515627750565912,61.84654235839844,21.583393096923828,40.26314926147461,0.0,0.0,28.670006081929337,23.111617824978552,45.37461471557617,68.48623657226562,23.111618041992188,45.37461471557617,0.0,0.0,0.925721916836026,0.8860422790363814
"256_0.5_1.0_[1024, 1024, 1024]",28.809675506209253,41.548423767089844,25.62499237060547,15.923431396484375,0.0,0.0,29.90695505023114,26.45405130424483,17.264516830444336,43.71857452392578,26.454055786132812,17.264516830444336,0.0,0.0,0.937434369452996,0.9129475856364625
"256_0.5_1.0_[2048, 2048]",22.647745950078683,84.33552551269531,16.360010147094727,67.97551727294922,0.0,0.0,25.09707689002456,18.198861259069968,74.57530212402344,92.774169921875,18.198871612548828,74.57530212402344,0.0,0.0,0.9307831181830988,0.8872630058869138
"256_1.0_0.1_[1024, 1024]",16.335148175201713,131.23037719726562,11.95165729522705,119.27872467041016,0.0,0.0,18.98358542734428,14.306453522032603,127.26891326904297,141.5753631591797,14.306451797485352,127.26891326904297,0.0,0.0,0.9812704313027396,0.9440239223707052
"256_1.0_0.1_[1024, 1024, 1024]",18.55290066426913,111.62703704833984,15.227106094360352,96.39993286132812,0.0,0.0,21.27817010670433,17.691137638226984,103.9719467163086,121.6630859375,17.691137313842773,103.9719467163086,0.0,0.0,0.9818033960664516,0.9519375942000026
"256_1.0_0.1_[2048, 2048]",12.970860029870122,191.6509552001953,9.184682846069336,182.46627807617188,0.0,0.0,15.099954120610908,11.125083696012851,191.5599822998047,202.68507385253906,11.12508487701416,191.5599822998047,0.0,0.0,0.978644723239704,0.9323112961104687
"256_1.0_1.0_[1024, 1024]",26.79443233717094,59.29426574707031,21.93813705444336,37.35612869262695,0.0,0.0,28.872537565709283,23.327520424956816,42.653968811035156,65.98149108886719,23.327518463134766,42.653968811035156,0.0,0.0,0.9137753793267664,0.8830054005304381
"256_1.0_1.0_[1024, 1024, 1024]",28.501346942336383,42.55101776123047,25.152048110961914,17.398969650268555,0.0,0.0,29.635376450012902,26.072716148503563,18.50733184814453,44.58004379272461,26.072711944580078,18.50733184814453,0.0,0.0,0.9452924693279148,0.8842087544647966
"256_1.0_1.0_[2048, 2048]",23.389171335109644,78.55229187011719,17.089204788208008,61.46308517456055,0.0,0.0,26.067960230671922,18.99082420804364,69.04521179199219,88.0360336303711,18.990819931030273,69.04521179199219,0.0,0.0,0.939984735989757,0.8915565797872606
"256_2.0_0.1_[1024, 1024]",15.965784521341766,148.7421417236328,11.89456844329834,136.8475799560547,0.0,0.0,18.570426945046748,14.209286852499565,146.5929412841797,160.80223083496094,14.20928955078125,146.5929412841797,0.0,0.0,0.9762297331709967,0.9395771480864538
"256_2.0_0.1_[1024, 1024, 1024]",18.6402269959162,119.21797943115234,15.395782470703125,103.82219696044922,0.0,0.0,21.149689023638675,17.61254828897789,113.1884994506836,130.80105590820312,17.612552642822266,113.1884994506836,0.0,0.0,0.984019948477589,0.962730422712444
"256_2.0_0.1_[2048, 2048]",12.133693537329076,193.6769256591797,8.19214153289795,185.4847869873047,0.0,0.0,14.302277860860233,10.18973401116816,193.53150939941406,203.72125244140625,10.189740180969238,193.53150939941406,0.0,0.0,0.9845790674695111,0.9372206158241391
"256_2.0_1.0_[1024, 1024]",26.680553803505987,60.19489288330078,21.672664642333984,38.5222282409668,0.0,0.0,28.871148345585347,23.354842447630507,42.433109283447266,65.78794860839844,23.354839324951172,42.433109283447266,0.0,0.0,0.9297027715084833,0.8905928777489067
"256_2.0_1.0_[1024, 1024, 1024]",27.77522606971673,50.601280212402344,24.21277618408203,26.388504028320312,0.0,0.0,29.385789118222746,25.484400870013072,28.8991756439209,54.383583068847656,25.484407424926758,28.8991756439209,0.0,0.0,0.9436064308951654,0.8896809212494377
"256_2.0_1.0_[2048, 2048]",22.78111418794018,77.95565795898438,15.961788177490234,61.993873596191406,0.0,0.0,25.352224320656003,17.986514563640515,66.96098327636719,84.94749450683594,17.986515045166016,66.96098327636719,0.0,0.0,0.9279637285031053,0.8845200727524641
"512_0.5_0.1_[1024, 1024]",17.342247146497602,145.53543090820312,12.898923873901367,132.63650512695312,0.0,0.0,20.149486954666088,15.485989680043621,139.2088165283203,154.69480895996094,15.48598861694336,139.2088165283203,0.0,0.0,0.9759859367994278,0.9400085359451211
"512_0.5_0.1_[1024, 1024, 1024]",19.542434795964336,131.12350463867188,16.475603103637695,114.64789581298828,0.0,0.0,22.305662633969447,18.91234267004504,126.8531265258789,145.76547241210938,18.9123477935791,126.8531265258789,0.0,0.0,0.9749086868425165,0.9325774747763587
"512_0.5_0.1_[2048, 2048]",14.277206465470096,194.4669952392578,10.03527545928955,184.4317169189453,0.0,0.0,16.57023790398997,11.943348877710104,201.16909790039062,213.11244201660156,11.94334602355957,201.16909790039062,0.0,0.0,0.9641983452624727,0.9264010468952544
"512_0.5_1.0_[1024, 1024]",26.791007606089163,63.19750213623047,22.40591049194336,40.79159164428711,0.0,0.0,29.350758533812133,24.074242665665846,49.083866119384766,73.15811157226562,24.07424545288086,49.083866119384766,0.0,0.0,0.8886254391131903,0.846424155327853
"512_0.5_1.0_[1024, 1024, 1024]",29.283480040614297,44.827369689941406,26.322736740112305,18.5046329498291,0.0,0.0,30.62149489112075,27.188523112312595,21.45608139038086,48.64459991455078,27.188518524169922,21.45608139038086,0.0,0.0,0.9644581880448894,0.938787443327017
"512_0.5_1.0_[2048, 2048]",23.328138861787547,86.81620788574219,17.049100875854492,69.76710510253906,0.0,0.0,26.387353990979513,19.36626692342171,78.01205444335938,97.3783187866211,19.36626434326172,78.01205444335938,0.0,0.0,0.8806264047442434,0.8467532166748185
"512_1.0_0.1_[1024, 1024]",17.422376508619806,149.53541564941406,13.441632270812988,136.09378051757812,0.0,0.0,20.054906222709967,15.617597649506154,151.702880859375,167.3204803466797,15.617596626281738,151.702880859375,0.0,0.0,0.9711036410742151,0.9376027649504525
"512_1.0_0.1_[1024, 1024, 1024]",20.149987239582252,101.9759521484375,16.873544692993164,85.10240936279297,0.0,0.0,22.45204665314483,18.841298040528777,93.78569793701172,112.62699890136719,18.841297149658203,93.78569793701172,0.0,0.0,0.9782706600326609,0.9530827747907006
"512_1.0_0.1_[2048, 2048]",13.730818724340574,213.60997009277344,9.703668594360352,203.9062957763672,0.0,0.0,15.965216955996414,11.554666224998833,223.31903076171875,234.8737030029297,11.554667472839355,223.31903076171875,0.0,0.0,0.9613486216069194,0.9366953514148776
"512_1.0_1.0_[1024, 1024]",26.916455595907358,63.62470245361328,22.379478454589844,41.24522399902344,0.0,0.0,29.342454457767243,24.016283019209506,48.419742584228516,72.43602752685547,24.016286849975586,48.419742584228516,0.0,0.0,0.8838206231166036,0.8436037278890048
"512_1.0_1.0_[1024, 1024, 1024]",29.340182777111977,44.357704162597656,26.42633056640625,17.931373596191406,0.0,0.0,30.726955792632104,27.312223100685483,21.01374626159668,48.32597351074219,27.312225341796875,21.01374626159668,0.0,0.0,0.9614414466515108,0.93934008687361
"512_1.0_1.0_[2048, 2048]",23.673228180160052,86.14645385742188,17.68264389038086,68.46380615234375,0.0,0.0,26.412142778888732,19.504904306437773,78.93987274169922,98.44477081298828,19.50489616394043,78.93987274169922,0.0,0.0,0.8809062403872797,0.8499248279002017
"512_2.0_0.1_[1024, 1024]",17.483245409900423,166.6162109375,13.737723350524902,152.8784942626953,0.0,0.0,19.994492570754367,15.807268648668481,170.90707397460938,186.71434020996094,15.807259559631348,170.90707397460938,0.0,0.0,0.9638836986749205,0.9267997989787822
"512_2.0_0.1_[1024, 1024, 1024]",19.70458719022435,133.02349853515625,16.709501266479492,116.31400299072266,0.0,0.0,22.320098405048448,19.012347750959872,128.45632934570312,147.4686737060547,19.01234245300293,128.45632934570312,0.0,0.0,0.9764194045787326,0.9416255220054122
"512_2.0_0.1_[2048, 2048]",13.693869348765997,242.02684020996094,9.86316967010498,232.16366577148438,0.0,0.0,16.06313470630582,11.98804168383186,246.975341796875,258.96337890625,11.988041877746582,246.975341796875,0.0,0.0,0.9642256292483158,0.9395285751981309
"512_2.0_1.0_[1024, 1024]",26.323945118255555,67.96464538574219,21.952816009521484,46.01183319091797,0.0,0.0,29.06794042505217,23.775983440983108,55.70480728149414,79.48078155517578,23.775976181030273,55.70480728149414,0.0,0.0,0.8687266356039038,0.8251751901724016
"512_2.0_1.0_[1024, 1024, 1024]",29.049161330454872,49.153076171875,26.24263572692871,22.910438537597656,0.0,0.0,30.585576119146207,27.192634705899987,27.697481155395508,54.89011001586914,27.192628860473633,27.697481155395508,0.0,0.0,0.9483950142587013,0.9286815805965177
"512_2.0_1.0_[2048, 2048]",23.324011754018592,88.40735626220703,17.278017044067383,71.12934112548828,0.0,0.0,26.207902624121395,19.307955179033705,81.17581176757812,100.48377227783203,19.30796241760254,81.17581176757812,0.0,0.0,0.878014184183605,0.8466646126650534
