,spearman_correlation
REACTOME_APOPTOSIS,0.10714285714285716
REACTOME_ONCOGENIC_MAPK_SIGNALING,0.8928571428571429
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,-0.7500000000000002
REACTOME_CELL_CYCLE_MITOTIC,0.10714285714285716
REACTOME_CELL_CYCLE,0.3214285714285715
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,0.42857142857142866
REACTOME_INTERFERON_SIGNALING,-0.6071428571428572
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,-0.6071428571428572
