,spearman_correlation
REACTOME_APOPTOSIS,0.42857142857142866
REACTOME_ONCOGENIC_MAPK_SIGNALING,0.7857142857142859
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,0.642857142857143
REACTOME_CELL_CYCLE_MITOTIC,-0.07142857142857144
REACTOME_CELL_CYCLE,-0.10714285714285716
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,0.8571428571428573
REACTOME_INTERFERON_SIGNALING,-0.5
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,0.21428571428571433
