recon_loss,KL,disnt_basal,disnt_after,r2_mean,r2_var,adv_loss,penalty_adv,adv_perts,acc_perts,penalty_perts,epoch,mode
1362.2073820844714,,0.0,0.0,0.7560418115980567,0.2636108929303364,3.178628196446632,0.012593621888379316,3.178628196446632,0.09050429213721384,0.012593621888379316,0,train
