,spearman_correlation
REACTOME_APOPTOSIS,-0.7714285714285715
REACTOME_ONCOGENIC_MAPK_SIGNALING,-0.14285714285714288
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,-0.028571428571428574
REACTOME_CELL_CYCLE_MITOTIC,0.3142857142857143
REACTOME_CELL_CYCLE,-0.08571428571428573
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,-0.6571428571428573
REACTOME_INTERFERON_SIGNALING,0.028571428571428574
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,0.4285714285714286
