,pathway,program,gene,cellline,perturbation
1,TNFA,TNFA_program1_up,IGF1R,K562,BIRC2
1,TNFA,TNFA_program1_up,FKBP5,K562,BIRC2
1,TNFA,TNFA_program1_up,ONECUT2,K562,BIRC2
1,TNFA,TNFA_program1_up,MACROD1,K562,BIRC2
1,TNFA,TNFA_program1_up,LINC01029,K562,BIRC2
1,TNFA,TNFA_program1_up,CDC45,K562,BIRC2
1,TNFA,TNFA_program1_up,POLE,K562,BIRC2
1,TNFA,TNFA_program1_up,PUM3,K562,BIRC2
1,TNFA,TNFA_program1_up,VRK1,K562,BIRC2
1,TNFA,TNFA_program1_up,PBX1,K562,BIRC2
1,TNFA,TNFA_program1_up,XRCC2,K562,BIRC2
1,TNFA,TNFA_program1_up,DDX10,K562,BIRC2
1,TNFA,TNFA_program1_up,MCM10,K562,BIRC2
1,TNFA,TNFA_program1_up,AC002116.2,K562,BIRC2
1,TNFA,TNFA_program1_up,HSP90AB1,K562,BIRC2
1,TNFA,TNFA_program1_up,RBL1,K562,BIRC2
1,TNFA,TNFA_program1_up,MTUS1,K562,BIRC2
1,TNFA,TNFA_program1_up,BRI3BP,K562,BIRC2
1,TNFA,TNFA_program1_up,SMC4,K562,BIRC2
1,TNFA,TNFA_program1_up,NOP56,K562,BIRC2
1,TNFA,TNFA_program1_up,IPO7,K562,BIRC2
1,TNFA,TNFA_program1_up,WDR43,K562,BIRC2
1,TNFA,TNFA_program1_up,MTHFD1,K562,BIRC2
1,TNFA,TNFA_program1_up,LINC01033,K562,BIRC2
1,TNFA,TNFA_program1_up,GPCPD1,K562,BIRC2
1,TNFA,TNFA_program1_up,KCNQ5,K562,BIRC2
1,TNFA,TNFA_program1_up,NUP214,K562,BIRC2
1,TNFA,TNFA_program1_up,MCM4,K562,BIRC2
1,TNFA,TNFA_program1_up,WDHD1,K562,BIRC2
1,TNFA,TNFA_program1_up,KRT18,K562,BIRC2
1,TNFA,TNFA_program1_up,HSPA8,K562,BIRC2
1,TNFA,TNFA_program1_up,PA2G4,K562,BIRC2
1,TNFA,TNFA_program1_up,MYH10,K562,BIRC2
1,TNFA,TNFA_program1_up,MMS22L,K562,BIRC2
1,TNFA,TNFA_program1_up,EXO1,K562,BIRC2
1,TNFA,TNFA_program1_up,HEATR1,K562,BIRC2
1,TNFA,TNFA_program1_up,DDX21,K562,BIRC2
1,TNFA,TNFA_program1_up,KANK1,K562,BIRC2
1,TNFA,TNFA_program1_up,LPCAT1,K562,BIRC2
1,TNFA,TNFA_program1_up,MYO19,K562,BIRC2
1,TNFA,TNFA_program1_up,LMNB1,K562,BIRC2
1,TNFA,TNFA_program1_up,PAICS,K562,BIRC2
1,TNFA,TNFA_program1_up,MAML3,K562,BIRC2
1,TNFA,TNFA_program1_up,EEF2,K562,BIRC2
1,TNFA,TNFA_program1_up,FAF1,K562,BIRC2
1,TNFA,TNFA_program1_up,PRELID2,K562,BIRC2
1,TNFA,TNFA_program1_up,DDX18,K562,BIRC2
1,TNFA,TNFA_program1_up,EEPD1,K562,BIRC2
1,TNFA,TNFA_program1_up,HSP90AA1,K562,BIRC2
1,TNFA,TNFA_program1_up,ITGB4,K562,BIRC2
1,TNFA,TNFA_program1_up,NASP,K562,BIRC2
1,TNFA,TNFA_program1_up,XYLB,K562,BIRC2
1,TNFA,TNFA_program1_up,RBM28,K562,BIRC2
1,TNFA,TNFA_program1_up,KCNJ3,K562,BIRC2
1,TNFA,TNFA_program1_up,UTP20,K562,BIRC2
1,TNFA,TNFA_program1_up,PRKCB,K562,BIRC2
1,TNFA,TNFA_program1_up,CSE1L,K562,BIRC2
1,TNFA,TNFA_program1_up,SET,K562,BIRC2
1,TNFA,TNFA_program1_up,PVT1,K562,BIRC2
1,TNFA,TNFA_program1_up,TANC2,K562,BIRC2
1,TNFA,TNFA_program1_up,TCOF1,K562,BIRC2
1,TNFA,TNFA_program1_up,UBE3D,K562,BIRC2
1,TNFA,TNFA_program1_up,EIF3H,K562,BIRC2
1,TNFA,TNFA_program1_up,SYNCRIP,K562,BIRC2
1,TNFA,TNFA_program1_up,ATAD2,K562,BIRC2
1,TNFA,TNFA_program1_up,NT5DC3,K562,BIRC2
1,TNFA,TNFA_program1_up,ZNF146,K562,BIRC2
1,TNFA,TNFA_program1_up,DDX46,K562,BIRC2
1,TNFA,TNFA_program1_up,GMPS,K562,BIRC2
1,TNFA,TNFA_program1_up,CTPS1,K562,BIRC2
1,TNFA,TNFA_program1_up,CACNA1D,K562,BIRC2
1,TNFA,TNFA_program1_up,NUDT4,K562,BIRC2
1,TNFA,TNFA_program1_up,MSH2,K562,BIRC2
1,TNFA,TNFA_program1_up,NCAPG2,K562,BIRC2
1,TNFA,TNFA_program1_up,MCM3,K562,BIRC2
1,TNFA,TNFA_program1_up,SRSF1,K562,BIRC2
1,TNFA,TNFA_program1_up,NUP155,K562,BIRC2
1,TNFA,TNFA_program1_up,BLM,K562,BIRC2
1,TNFA,TNFA_program1_up,ZNRF3,K562,BIRC2
1,TNFA,TNFA_program1_up,MYC,K562,BIRC2
1,TNFA,TNFA_program1_up,DKC1,K562,BIRC2
1,TNFA,TNFA_program1_up,GRAMD1B,K562,BIRC2
1,TNFA,TNFA_program1_up,EVL,K562,BIRC2
1,TNFA,TNFA_program1_up,BCAS1,K562,BIRC2
1,TNFA,TNFA_program1_up,AC010601.1,K562,BIRC2
1,TNFA,TNFA_program1_up,LRP8,K562,BIRC2
1,TNFA,TNFA_program1_up,ADCY1,K562,BIRC2
1,TNFA,TNFA_program1_up,TOP2A,K562,BIRC2
1,TNFA,TNFA_program1_up,CPNE7,K562,BIRC2
1,TNFA,TNFA_program1_up,VKORC1L1,K562,BIRC2
1,TNFA,TNFA_program1_up,TPX2,K562,BIRC2
1,TNFA,TNFA_program1_up,GMDS,K562,BIRC2
1,TNFA,TNFA_program1_up,BRCA1,K562,BIRC2
1,TNFA,TNFA_program1_up,GAS5,K562,BIRC2
1,TNFA,TNFA_program1_up,SMYD3,K562,BIRC2
1,TNFA,TNFA_program1_up,EIF2B3,K562,BIRC2
1,TNFA,TNFA_program1_up,PCLAF,K562,BIRC2
1,TNFA,TNFA_program1_up,RUNX1,K562,BIRC2
1,TNFA,TNFA_program1_up,EEF1D,K562,BIRC2
1,TNFA,TNFA_program1_up,LIG1,K562,BIRC2
1,TNFA,TNFA_program1_up,ERMP1,K562,BIRC2
1,TNFA,TNFA_program1_up,PDZD8,K562,BIRC2
1,TNFA,TNFA_program1_up,SLC16A1,K562,BIRC2
1,TNFA,TNFA_program1_up,EIF3B,K562,BIRC2
1,TNFA,TNFA_program1_up,DTL,K562,BIRC2
1,TNFA,TNFA_program1_up,ATAD5,K562,BIRC2
1,TNFA,TNFA_program1_up,ISPD,K562,BIRC2
1,TNFA,TNFA_program1_up,FIRRE,K562,BIRC2
1,TNFA,TNFA_program1_up,GSE1,K562,BIRC2
1,TNFA,TNFA_program1_up,ADAMTS19,K562,BIRC2
1,TNFA,TNFA_program1_up,MAGI1,K562,BIRC2
1,TNFA,TNFA_program1_up,RAI1,K562,BIRC2
1,TNFA,TNFA_program1_up,KNTC1,K562,BIRC2
1,TNFA,TNFA_program1_up,PRKCA,K562,BIRC2
1,TNFA,TNFA_program1_up,CDK5RAP2,K562,BIRC2
1,TNFA,TNFA_program1_up,ETF1,K562,BIRC2
1,TNFA,TNFA_program1_up,AC016723.1,K562,BIRC2
1,TNFA,TNFA_program1_up,THBS1,K562,BIRC2
1,TNFA,TNFA_program1_up,HK2,K562,BIRC2
1,TNFA,TNFA_program1_up,CAD,K562,BIRC2
1,TNFA,TNFA_program1_up,MTHFD1L,K562,BIRC2
1,TNFA,TNFA_program1_up,HACD3,K562,BIRC2
1,TNFA,TNFA_program1_up,PC,K562,BIRC2
1,TNFA,TNFA_program1_up,YBX1,K562,BIRC2
1,TNFA,TNFA_program1_up,XRCC5,K562,BIRC2
1,TNFA,TNFA_program1_up,TBCD,K562,BIRC2
1,TNFA,TNFA_program1_up,EIF4G1,K562,BIRC2
1,TNFA,TNFA_program1_up,NCAPD3,K562,BIRC2
1,TNFA,TNFA_program1_up,GRK5,K562,BIRC2
1,TNFA,TNFA_program1_up,ENOSF1,K562,BIRC2
1,TNFA,TNFA_program1_up,AC079466.1,K562,BIRC2
1,TNFA,TNFA_program1_up,STRBP,K562,BIRC2
1,TNFA,TNFA_program1_up,ANP32B,K562,BIRC2
1,TNFA,TNFA_program1_up,DDIAS,K562,BIRC2
1,TNFA,TNFA_program1_up,TPD52L1,K562,BIRC2
1,TNFA,TNFA_program1_up,DDX55,K562,BIRC2
1,TNFA,TNFA_program1_up,LDLRAD3,K562,BIRC2
1,TNFA,TNFA_program1_up,SMC1A,K562,BIRC2
1,TNFA,TNFA_program1_up,EIF3J,K562,BIRC2
1,TNFA,TNFA_program1_up,PHTF2,K562,BIRC2
1,TNFA,TNFA_program1_up,WWOX,K562,BIRC2
1,TNFA,TNFA_program1_up,URB1,K562,BIRC2
1,TNFA,TNFA_program1_up,RPL4,K562,BIRC2
1,TNFA,TNFA_program1_up,CA12,K562,BIRC2
1,TNFA,TNFA_program1_up,RIF1,K562,BIRC2
1,TNFA,TNFA_program1_up,PARPBP,K562,BIRC2
1,TNFA,TNFA_program1_up,GABRE,K562,BIRC2
1,TNFA,TNFA_program1_up,FANCI,K562,BIRC2
1,TNFA,TNFA_program1_up,POLQ,K562,BIRC2
1,TNFA,TNFA_program1_up,PYGL,K562,BIRC2
1,TNFA,TNFA_program1_up,NOP58,K562,BIRC2
1,TNFA,TNFA_program1_up,KIF20B,K562,BIRC2
1,TNFA,TNFA_program1_up,PTMA,K562,BIRC2
1,TNFA,TNFA_program1_up,MPP1,K562,BIRC2
1,TNFA,TNFA_program1_up,OR51B5,K562,BIRC2
1,TNFA,TNFA_program1_up,TSR1,K562,BIRC2
1,TNFA,TNFA_program1_up,FHL2,K562,BIRC2
1,TNFA,TNFA_program1_up,PCSK6,K562,BIRC2
1,TNFA,TNFA_program1_up,FAT1,K562,BIRC2
1,TNFA,TNFA_program1_up,HSPA9,K562,BIRC2
1,TNFA,TNFA_program1_up,SERINC5,K562,BIRC2
1,TNFA,TNFA_program1_up,MCM5,K562,BIRC2
1,TNFA,TNFA_program1_up,TKT,K562,BIRC2
1,TNFA,TNFA_program1_up,PBX3,K562,BIRC2
1,TNFA,TNFA_program1_up,UGDH,K562,BIRC2
1,TNFA,TNFA_program1_up,LRP5,K562,BIRC2
1,TNFA,TNFA_program1_up,PFKFB3,K562,BIRC2
1,TNFA,TNFA_program1_up,MYO9A,K562,BIRC2
1,TNFA,TNFA_program1_up,PRKCE,K562,BIRC2
1,TNFA,TNFA_program1_up,TMEM117,K562,BIRC2
1,TNFA,TNFA_program1_up,LAMA3,K562,BIRC2
1,TNFA,TNFA_program1_up,GARNL3,K562,BIRC2
1,TNFA,TNFA_program1_up,GAPDH,K562,BIRC2
1,TNFA,TNFA_program1_up,TM4SF4,K562,BIRC2
1,TNFA,TNFA_program1_up,NFIB,K562,BIRC2
1,TNFA,TNFA_program1_up,SCARB1,K562,BIRC2
1,TNFA,TNFA_program1_up,CAMKMT,K562,BIRC2
1,TNFA,TNFA_program1_up,PCNT,K562,BIRC2
1,TNFA,TNFA_program1_up,HMGN2,K562,BIRC2
1,TNFA,TNFA_program1_up,AGPAT5,K562,BIRC2
1,TNFA,TNFA_program1_up,SRSF10,K562,BIRC2
1,TNFA,TNFA_program1_up,ATXN1,K562,BIRC2
1,TNFA,TNFA_program1_up,NUP210,K562,BIRC2
1,TNFA,TNFA_program1_up,ESF1,K562,BIRC2
1,TNFA,TNFA_program1_up,CHAF1A,K562,BIRC2
1,TNFA,TNFA_program1_up,MCM6,K562,BIRC2
1,TNFA,TNFA_program1_up,MITF,K562,BIRC2
1,TNFA,TNFA_program1_up,FOS,K562,BIRC2
1,TNFA,TNFA_program1_up,TICRR,K562,BIRC2
1,TNFA,TNFA_program1_up,CLTCL1,K562,BIRC2
1,TNFA,TNFA_program1_up,EHBP1,K562,BIRC2
1,TNFA,TNFA_program1_up,CDHR3,K562,BIRC2
1,TNFA,TNFA_program1_up,LDHA,K562,BIRC2
1,TNFA,TNFA_program1_up,RRM2,K562,BIRC2
1,TNFA,TNFA_program1_up,ABCC5,K562,BIRC2
1,TNFA,TNFA_program1_up,PABPC4,K562,BIRC2
1,TNFA,TNFA_program1_up,TARID,K562,BIRC2
1,TNFA,TNFA_program1_up,CDCA7,K562,BIRC2
1,TNFA,TNFA_program1_up,USH1C,K562,BIRC2
1,TNFA,TNFA_program1_up,ATP2A2,K562,BIRC2
1,TNFA,TNFA_program1_up,PIK3R1,K562,BIRC2
1,TNFA,TNFA_program1_up,ABCA2,K562,BIRC2
1,TNFA,TNFA_program1_up,PRC1,K562,BIRC2
1,TNFA,TNFA_program1_up,CELSR2,K562,BIRC2
1,TNFA,TNFA_program1_up,SNTB1,K562,BIRC2
1,TNFA,TNFA_program1_up,HDAC4,K562,BIRC2
1,TNFA,TNFA_program1_up,EZH2,K562,BIRC2
1,TNFA,TNFA_program1_up,ENC1,K562,BIRC2
1,TNFA,TNFA_program1_up,NBAS,K562,BIRC2
1,TNFA,TNFA_program1_up,PCDH9,K562,BIRC2
1,TNFA,TNFA_program1_up,MAGI3,K562,BIRC2
1,TNFA,TNFA_program1_up,EPB41L1,K562,BIRC2
1,TNFA,TNFA_program1_up,F2RL1,K562,BIRC2
1,TNFA,TNFA_program1_up,NUP188,K562,BIRC2
1,TNFA,TNFA_program1_up,CENPF,K562,BIRC2
1,TNFA,TNFA_program1_up,NSUN2,K562,BIRC2
1,TNFA,TNFA_program1_up,ASPM,K562,BIRC2
1,TNFA,TNFA_program1_up,KRT8,K562,BIRC2
1,TNFA,TNFA_program1_up,NUCKS1,K562,BIRC2
1,TNFA,TNFA_program1_up,PDCD11,K562,BIRC2
1,TNFA,TNFA_program1_up,MTSS1L,K562,BIRC2
1,TNFA,TNFA_program1_up,GPC6,K562,BIRC2
1,TNFA,TNFA_program1_up,ANK1,K562,BIRC2
1,TNFA,TNFA_program1_up,NDUFAF2,K562,BIRC2
1,TNFA,TNFA_program1_up,EEA1,K562,BIRC2
1,TNFA,TNFA_program1_up,YARS,K562,BIRC2
1,TNFA,TNFA_program1_up,ADCY3,K562,BIRC2
1,TNFA,TNFA_program1_up,ARHGAP11A,K562,BIRC2
1,TNFA,TNFA_program1_up,MND1,K562,BIRC2
1,TNFA,TNFA_program1_up,DNMT1,K562,BIRC2
1,TNFA,TNFA_program1_up,MAD1L1,K562,BIRC2
1,TNFA,TNFA_program1_up,FBL,K562,BIRC2
1,TNFA,TNFA_program1_up,TRAP1,K562,BIRC2
1,TNFA,TNFA_program1_up,GALNT10,K562,BIRC2
1,TNFA,TNFA_program1_up,RPL19,K562,BIRC2
1,TNFA,TNFA_program1_up,ICMT,K562,BIRC2
1,TNFA,TNFA_program1_up,TAF1D,K562,BIRC2
1,TNFA,TNFA_program1_up,PDE7A,K562,BIRC2
1,TNFA,TNFA_program1_up,FANCD2,K562,BIRC2
1,TNFA,TNFA_program1_up,POLR1E,K562,BIRC2
1,TNFA,TNFA_program1_up,XPOT,K562,BIRC2
1,TNFA,TNFA_program1_up,CBFA2T3,K562,BIRC2
1,TNFA,TNFA_program1_up,NTRK3,K562,BIRC2
1,TNFA,TNFA_program1_up,PTGER3,K562,BIRC2
1,TNFA,TNFA_program1_up,POF1B,K562,BIRC2
1,TNFA,TNFA_program1_up,ARL15,K562,BIRC2
1,TNFA,TNFA_program1_up,ILF3,K562,BIRC2
1,TNFA,TNFA_program1_up,WDR3,K562,BIRC2
1,TNFA,TNFA_program1_up,NUBPL,K562,BIRC2
1,TNFA,TNFA_program1_up,PLEKHA5,K562,BIRC2
1,TNFA,TNFA_program1_up,PREPL,K562,BIRC2
1,TNFA,TNFA_program1_up,CEP128,K562,BIRC2
1,TNFA,TNFA_program1_up,SUCLG2,K562,BIRC2
1,TNFA,TNFA_program1_up,TUBB,K562,BIRC2
1,TNFA,TNFA_program1_up,PAPSS2,K562,BIRC2
1,TNFA,TNFA_program1_up,TMEM120B,K562,BIRC2
1,TNFA,TNFA_program1_up,CEP83,K562,BIRC2
1,TNFA,TNFA_program1_up,TIMELESS,K562,BIRC2
1,TNFA,TNFA_program1_up,EPN2,K562,BIRC2
1,TNFA,TNFA_program1_up,SLC7A1,K562,BIRC2
1,TNFA,TNFA_program1_up,AIG1,K562,BIRC2
1,TNFA,TNFA_program1_up,MCM8,K562,BIRC2
1,TNFA,TNFA_program1_up,GNL3L,K562,BIRC2
1,TNFA,TNFA_program1_up,CBX5,K562,BIRC2
1,TNFA,TNFA_program1_up,TMEM168,K562,BIRC2
1,TNFA,TNFA_program1_up,HK1,K562,BIRC2
1,TNFA,TNFA_program1_up,SMARCC1,K562,BIRC2
1,TNFA,TNFA_program1_up,LGR4,K562,BIRC2
1,TNFA,TNFA_program1_up,COBL,K562,BIRC2
1,TNFA,TNFA_program1_up,COX10-AS1,K562,BIRC2
1,TNFA,TNFA_program1_up,C15orf41,K562,BIRC2
1,TNFA,TNFA_program1_up,BCKDHB,K562,BIRC2
1,TNFA,TNFA_program1_up,CRACR2A,K562,BIRC2
1,TNFA,TNFA_program1_up,STON2,K562,BIRC2
1,TNFA,TNFA_program1_up,MKI67,K562,BIRC2
1,TNFA,TNFA_program1_up,KIF22,K562,BIRC2
1,TNFA,TNFA_program1_up,IVNS1ABP,K562,BIRC2
1,TNFA,TNFA_program1_up,NMD3,K562,BIRC2
1,TNFA,TNFA_program1_up,SLC24A3,K562,BIRC2
1,TNFA,TNFA_program1_up,ORC1,K562,BIRC2
1,TNFA,TNFA_program1_up,PCSK5,K562,BIRC2
1,TNFA,TNFA_program1_up,ANKRD36C,K562,BIRC2
1,TNFA,TNFA_program1_up,DNM1,K562,BIRC2
1,TNFA,TNFA_program1_up,LAMTOR5-AS1,K562,BIRC2
1,TNFA,TNFA_program1_up,ENO1,K562,BIRC2
1,TNFA,TNFA_program1_up,UMPS,K562,BIRC2
1,TNFA,TNFA_program1_up,EMC3-AS1,K562,BIRC2
1,TNFA,TNFA_program1_up,TONSL,K562,BIRC2
1,TNFA,TNFA_program1_up,GAN,K562,BIRC2
1,TNFA,TNFA_program1_up,TMPO,K562,BIRC2
1,TNFA,TNFA_program1_up,AC015813.2,K562,BIRC2
1,TNFA,TNFA_program1_up,SFXN2,K562,BIRC2
1,TNFA,TNFA_program1_up,ACLY,K562,BIRC2
1,TNFA,TNFA_program1_up,COBLL1,K562,BIRC2
1,TNFA,TNFA_program1_up,WDR62,K562,BIRC2
1,TNFA,TNFA_program1_up,KAT6B,K562,BIRC2
1,TNFA,TNFA_program1_up,RHPN2,K562,BIRC2
1,TNFA,TNFA_program1_up,RNF43,K562,BIRC2
1,TNFA,TNFA_program1_up,RSL1D1,K562,BIRC2
1,TNFA,TNFA_program1_up,GALNT2,K562,BIRC2
1,TNFA,TNFA_program1_up,CERS6,K562,BIRC2
1,TNFA,TNFA_program1_up,KIF11,K562,BIRC2
1,TNFA,TNFA_program1_up,GCN1,K562,BIRC2
1,TNFA,TNFA_program1_up,SINHCAF,K562,BIRC2
1,TNFA,TNFA_program1_up,COL18A1,K562,BIRC2
1,TNFA,TNFA_program1_up,TMEM245,K562,BIRC2
1,TNFA,TNFA_program1_up,PDE8A,K562,BIRC2
1,TNFA,TNFA_program1_up,WNK2,K562,BIRC2
1,TNFA,TNFA_program1_up,TPST2,K562,BIRC2
1,TNFA,TNFA_program1_up,TUBB4B,K562,BIRC2
1,TNFA,TNFA_program1_up,FGD4,K562,BIRC2
1,TNFA,TNFA_program1_up,CDH1,K562,BIRC2
1,TNFA,TNFA_program1_up,ZNF367,K562,BIRC2
1,TNFA,TNFA_program1_up,SCNN1A,K562,BIRC2
1,TNFA,TNFA_program1_up,SMUG1,K562,BIRC2
1,TNFA,TNFA_program1_up,VWA8,K562,BIRC2
1,TNFA,TNFA_program1_up,RTTN,K562,BIRC2
1,TNFA,TNFA_program1_up,C22orf34,K562,BIRC2
1,TNFA,TNFA_program1_up,PRAG1,K562,BIRC2
1,TNFA,TNFA_program1_up,NR2F2,K562,BIRC2
1,TNFA,TNFA_program1_up,HS3ST3A1,K562,BIRC2
1,TNFA,TNFA_program1_up,FBN2,K562,BIRC2
1,TNFA,TNFA_program1_up,RAVER2,K562,BIRC2
1,TNFA,TNFA_program1_up,PDS5B,K562,BIRC2
1,TNFA,TNFA_program1_up,RECQL4,K562,BIRC2
1,TNFA,TNFA_program1_up,PRIM2,K562,BIRC2
1,TNFA,TNFA_program1_up,CARMIL1,K562,BIRC2
1,TNFA,TNFA_program1_up,SATB2,K562,BIRC2
1,TNFA,TNFA_program1_up,CFTR,K562,BIRC2
1,TNFA,TNFA_program1_up,DPY19L3,K562,BIRC2
1,TNFA,TNFA_program1_up,TMX4,K562,BIRC2
1,TNFA,TNFA_program1_up,DNM2,K562,BIRC2
1,TNFA,TNFA_program1_up,GRTP1,K562,BIRC2
1,TNFA,TNFA_program1_up,ACAP3,K562,BIRC2
1,TNFA,TNFA_program1_up,ARHGEF10,K562,BIRC2
1,TNFA,TNFA_program1_up,ODC1,K562,BIRC2
1,TNFA,TNFA_program1_up,VWDE,K562,BIRC2
1,TNFA,TNFA_program1_up,TMEM164,K562,BIRC2
1,TNFA,TNFA_program1_up,CACNG4,K562,BIRC2
1,TNFA,TNFA_program1_up,RDX,K562,BIRC2
1,TNFA,TNFA_program1_up,CENPK,K562,BIRC2
1,TNFA,TNFA_program1_up,ANKH,K562,BIRC2
1,TNFA,TNFA_program1_up,USP37,K562,BIRC2
1,TNFA,TNFA_program1_up,MAN2A2,K562,BIRC2
1,TNFA,TNFA_program1_up,SLC20A1,K562,BIRC2
1,TNFA,TNFA_program1_up,E2F8,K562,BIRC2
1,TNFA,TNFA_program1_up,ZHX1,K562,BIRC2
1,TNFA,TNFA_program1_up,SLC1A3,K562,BIRC2
1,TNFA,TNFA_program1_up,NCKAP5,K562,BIRC2
1,TNFA,TNFA_program1_up,SASH1,K562,BIRC2
1,TNFA,TNFA_program1_up,LTBR,K562,BIRC2
1,TNFA,TNFA_program1_up,HELLS,K562,BIRC2
1,TNFA,TNFA_program1_up,EML1,K562,BIRC2
1,TNFA,TNFA_program1_up,ABHD2,K562,BIRC2
1,TNFA,TNFA_program1_up,TACC3,K562,BIRC2
1,TNFA,TNFA_program1_up,GDA,K562,BIRC2
1,TNFA,TNFA_program1_up,TBC1D4,K562,BIRC2
1,TNFA,TNFA_program1_up,PRMT3,K562,BIRC2
1,TNFA,TNFA_program1_up,LMBR1,K562,BIRC2
1,TNFA,TNFA_program1_up,BIRC5,K562,BIRC2
1,TNFA,TNFA_program1_up,ADARB1,K562,BIRC2
1,TNFA,TNFA_program1_up,DSCC1,K562,BIRC2
1,TNFA,TNFA_program1_up,CLSPN,K562,BIRC2
1,TNFA,TNFA_program1_up,HOXA3,K562,BIRC2
1,TNFA,TNFA_program1_up,ANKRD36,K562,BIRC2
1,TNFA,TNFA_program1_up,OXCT1,K562,BIRC2
1,TNFA,TNFA_program1_up,SLC22A3,K562,BIRC2
1,TNFA,TNFA_program1_up,SLF1,K562,BIRC2
1,TNFA,TNFA_program1_up,NSD2,K562,BIRC2
1,TNFA,TNFA_program1_up,AHI1,K562,BIRC2
1,TNFA,TNFA_program1_up,ARHGEF26,K562,BIRC2
1,TNFA,TNFA_program1_up,WDR27,K562,BIRC2
1,TNFA,TNFA_program1_up,SLC1A1,K562,BIRC2
1,TNFA,TNFA_program1_up,PTP4A1,K562,BIRC2
1,TNFA,TNFA_program1_up,TRERF1,K562,BIRC2
1,TNFA,TNFA_program1_up,CMTM8,K562,BIRC2
1,TNFA,TNFA_program1_up,SPDL1,K562,BIRC2
1,TNFA,TNFA_program1_up,PRIM1,K562,BIRC2
1,TNFA,TNFA_program1_up,NCAPG,K562,BIRC2
1,TNFA,TNFA_program1_up,THADA,K562,BIRC2
1,TNFA,TNFA_program1_up,CBWD1,K562,BIRC2
1,TNFA,TNFA_program1_up,CHCHD6,K562,BIRC2
1,TNFA,TNFA_program1_up,KIF15,K562,BIRC2
1,TNFA,TNFA_program1_up,CD24,K562,BIRC2
1,TNFA,TNFA_program1_up,SYDE2,K562,BIRC2
1,TNFA,TNFA_program1_up,AC073365.1,K562,BIRC2
1,TNFA,TNFA_program1_up,CDK1,K562,BIRC2
1,TNFA,TNFA_program1_up,CENPU,K562,BIRC2
1,TNFA,TNFA_program1_up,NACC2,K562,BIRC2
1,TNFA,TNFA_program1_up,MT-ND6,K562,BIRC2
1,TNFA,TNFA_program1_up,PLEKHH2,K562,BIRC2
1,TNFA,TNFA_program1_up,KANK2,K562,BIRC2
1,TNFA,TNFA_program1_up,ZNF215,K562,BIRC2
1,TNFA,TNFA_program1_up,MTHFD2,K562,BIRC2
1,TNFA,TNFA_program1_up,PLA2R1,K562,BIRC2
1,TNFA,TNFA_program1_up,TOPBP1,K562,BIRC2
1,TNFA,TNFA_program1_up,MOB3B,K562,BIRC2
1,TNFA,TNFA_program1_up,KALRN,K562,BIRC2
1,TNFA,TNFA_program1_up,GNAI1,K562,BIRC2
1,TNFA,TNFA_program1_up,KNL1,K562,BIRC2
1,TNFA,TNFA_program1_up,PER3,K562,BIRC2
1,TNFA,TNFA_program1_up,DANT2,K562,BIRC2
1,TNFA,TNFA_program1_up,CTSH,K562,BIRC2
1,TNFA,TNFA_program1_up,LINC00923,K562,BIRC2
1,TNFA,TNFA_program1_up,AC016205.1,K562,BIRC2
1,TNFA,TNFA_program1_up,CCDC18,K562,BIRC2
1,TNFA,TNFA_program1_up,BDH1,K562,BIRC2
1,TNFA,TNFA_program1_up,PLEKHA7,K562,BIRC2
1,TNFA,TNFA_program1_up,SRRT,K562,BIRC2
1,TNFA,TNFA_program1_up,LNPK,K562,BIRC2
1,TNFA,TNFA_program1_up,TMEM241,K562,BIRC2
1,TNFA,TNFA_program1_up,SKA2,K562,BIRC2
1,TNFA,TNFA_program1_up,NOS1AP,K562,BIRC2
1,TNFA,TNFA_program1_up,KIZ,K562,BIRC2
1,TNFA,TNFA_program1_up,KIF23,K562,BIRC2
1,TNFA,TNFA_program1_up,AC091057.1,K562,BIRC2
1,TNFA,TNFA_program1_up,TUBA1B,K562,BIRC2
1,TNFA,TNFA_program1_up,SYTL2,K562,BIRC2
1,TNFA,TNFA_program1_up,KAT7,K562,BIRC2
1,TNFA,TNFA_program1_up,PASK,K562,BIRC2
1,TNFA,TNFA_program1_up,SPC24,K562,BIRC2
1,TNFA,TNFA_program1_up,BZW2,K562,BIRC2
1,TNFA,TNFA_program1_up,MYO5C,K562,BIRC2
1,TNFA,TNFA_program1_up,HOXB6,K562,BIRC2
1,TNFA,TNFA_program1_up,RASGRF2,K562,BIRC2
1,TNFA,TNFA_program1_up,SH3RF1,K562,BIRC2
1,TNFA,TNFA_program1_up,TUBGCP5,K562,BIRC2
1,TNFA,TNFA_program1_up,SH3D19,K562,BIRC2
1,TNFA,TNFA_program1_up,NPC1,K562,BIRC2
1,TNFA,TNFA_program1_up,RPS6KA2,K562,BIRC2
1,TNFA,TNFA_program1_up,CDC25A,K562,BIRC2
1,TNFA,TNFA_program1_up,DLG2,K562,BIRC2
1,TNFA,TNFA_program1_up,UBE2G2,K562,BIRC2
1,TNFA,TNFA_program1_up,CPSF6,K562,BIRC2
1,TNFA,TNFA_program1_up,AFAP1L2,K562,BIRC2
1,TNFA,TNFA_program1_up,CERS2,K562,BIRC2
1,TNFA,TNFA_program1_up,IGF2BP3,K562,BIRC2
1,TNFA,TNFA_program1_up,FANCC,K562,BIRC2
1,TNFA,TNFA_program1_up,PPFIBP2,K562,BIRC2
