,spearman_correlation
REACTOME_APOPTOSIS,0.7142857142857143
REACTOME_ONCOGENIC_MAPK_SIGNALING,-0.5428571428571429
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,0.48571428571428577
REACTOME_CELL_CYCLE_MITOTIC,0.08571428571428573
REACTOME_CELL_CYCLE,-0.4285714285714286
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,-0.08571428571428573
REACTOME_INTERFERON_SIGNALING,-0.028571428571428574
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,-0.4285714285714286
